chembl_id,smiles,ic50,ic50_unit,pIC50
CHEMBL4096111,CC1Cc2ccc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)cc2CN1c1cncnc1,545.0,nM,6.2636034977233574
CHEMBL4068810,CN1CCN(Cc2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)CC4(C)C)cc(C(F)(F)F)c2)CC1,223.0,nM,6.651695136951839
CHEMBL4088388,C[C@H]1CN(c2cncnc2)Cc2cc(NC(=O)c3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,75.7,nM,7.120904120499927
CHEMBL4060157,C[C@@H]1CN(c2cncnc2)Cc2cc(NC(=O)c3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,614.0,nM,6.211831628858833
CHEMBL4102056,CC1CN(c2cncnc2)Cc2cc(NC(=O)Nc3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,10000.0,nM,5.0
CHEMBL4084076,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cccc(CN4CCN(C)CC4)c3)ccc21,10000.0,nM,5.0
CHEMBL4064078,CCc1cc(CN2CCN(C)CC2)cc(NC(=O)c2ccc3c(c2)CN(c2cncnc2)CC3C)c1,50.5,nM,7.296708621881339
CHEMBL4091837,CC(C)c1cc(CN2CCN(C)CC2)cc(NC(=O)c2ccc3c(c2)CN(c2cncnc2)CC3C)c1,49.9,nM,7.30189945437661
CHEMBL4077200,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C(C)(C)C)c3)ccc21,66.6,nM,7.176525770829699
CHEMBL4065684,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C4CC4)c3)ccc21,89.0,nM,7.050609993355088
CHEMBL4083149,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C4CCCCC4)c3)ccc21,123.0,nM,6.910094888560602
CHEMBL4070502,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(-c4ccccc4)c3)ccc21,44.6,nM,7.350665141287858
CHEMBL4085787,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc21,191.0,nM,6.718966632752273
CHEMBL4063046,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3CN3CCN(C)CC3)ccc21,10000.0,nM,5.0
CHEMBL4088784,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc21,19.9,nM,7.701146923590294
CHEMBL4060550,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(N4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,132.0,nM,6.87942606879415
CHEMBL4096477,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CCN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,80.7,nM,7.09312646527793
CHEMBL4069234,CCN1CCN(Cc2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)CC4C)cc(C(F)(F)F)c2)CC1,71.1,nM,7.148130399270234
CHEMBL4096896,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C5CCCCC5)CC4)cc(C(F)(F)F)c3)ccc21,79.9,nM,7.097453220686009
CHEMBL4078110,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCOCC4)cc(C(F)(F)F)c3)ccc21,193.0,nM,6.714442690992226
CHEMBL4066530,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCSCC4)cc(C(F)(F)F)c3)ccc21,209.0,nM,6.679853713888946
CHEMBL4087848,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCCCC4)cc(C(F)(F)F)c3)ccc21,167.0,nM,6.777283528852417
CHEMBL4069922,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCCC4)cc(C(F)(F)F)c3)ccc21,222.0,nM,6.653647025549361
CHEMBL4086988,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN(C)C)cc(C(F)(F)F)c3)ccc21,254.0,nM,6.595166283380062
CHEMBL4075510,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCCN(C)CC4)cc(C(F)(F)F)c3)ccc21,25.6,nM,7.591760034688151
CHEMBL4097012,C[C@H]1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCCN(C)CC4)cc(C(F)(F)F)c3)ccc21,6.6,nM,8.18045606445813
CHEMBL4059972,C[C@@H]1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCCN(C)CC4)cc(C(F)(F)F)c3)ccc21,167.0,nM,6.777283528852417
CHEMBL4064534,Cc1ccc(-n2c(=O)ccc3ccc4ccc(-c5cnn(C)c5)cc4c32)cc1NC(=O)/C=C/CN(C)C,5020.0,nM,5.29929628285498
CHEMBL4164870,CN1CCN(Cc2cc(NC(=O)c3ccc(C(C)(C)C)c(C#Cc4cnc5cnccn45)c3)cc(C(F)(F)F)c2)CC1,380.0,nM,6.42021640338319
CHEMBL4176145,CN1CCN(Cc2cc(NC(=O)c3ccc(C4CC4)c(C#Cc4cnc5cnccn45)c3)cc(C(F)(F)F)c2)CC1,12.6,nM,7.8996294548824375
CHEMBL4168305,CC(C)c1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2cnccn12,9.4,nM,8.0268721464003
CHEMBL4161036,Cc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2cnccn12,2.4,nM,8.619788758288394
CHEMBL4171640,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,6.2,nM,8.207608310501746
CHEMBL4164448,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,3.9,nM,8.4089353929735
CHEMBL4175086,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2cnccn12,3.2,nM,8.494850021680094
CHEMBL4167877,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc(C)n1C,7.9,nM,8.102372908709558
CHEMBL4159956,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cncn1C,16.0,nM,7.795880017344075
CHEMBL4176591,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1ccsc1,695.0,nM,6.158015195409886
CHEMBL4165977,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1ccco1,1200.0,nM,5.920818753952375
CHEMBL4171235,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1ccoc1,151.0,nM,6.82102305270683
CHEMBL4160628,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc(N(C)C)nc1,614.0,nM,6.211831628858833
CHEMBL4174682,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc(NC)nc1,5.0,nM,8.301029995663981
CHEMBL4164030,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc(N)nc1,3.9,nM,8.4089353929735
CHEMBL4159558,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cncnc1,8.4,nM,8.075720713938118
CHEMBL4167237,CC(C)c1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,12.5,nM,7.903089986991944
CHEMBL4172767,CC(C)c1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,11.4,nM,7.943095148663527
CHEMBL4208852,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)nc3)nn(CC3CCCC3)c2n1,100.0,nM,7.0
CHEMBL4218175,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)cc3)nn(CC3CCCC3)c2n1,35.0,nM,7.455931955649724
CHEMBL3809489,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,20.0,nM,7.698970004336019
CHEMBL4247298,Cc1ccc(NC(=O)c2ccc(CN(CCN(C)C)C(=O)c3cccnc3)cc2)cc1Nc1nccc(-c2cccnc2)n1,2462.0,nM,5.608711951404702
CHEMBL4281823,CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,35.0,nM,7.455931955649724
CHEMBL4436748,Nc1c(C(=O)NCc2ccc(C(=O)NCCCC3CCCCC3)cc2)cnn1-c1ccccc1,3000.0,nM,5.522878745280337
CHEMBL4531775,O=C(NCCCC1CCCCC1)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2C(F)(F)F)cc1,13000.0,nM,4.886056647693163
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4.28,nM,8.368556230986828
CHEMBL4466555,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2ncnc3[nH]cnc23)CC1,3.0,nM,8.522878745280337
CHEMBL552425,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1cncc(C(N)=O)c1,12.4,nM,7.906578314837765
CHEMBL4439970,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1NCc1cncc(C(N)=O)c1,3.97,nM,8.401209493236886
CHEMBL4584937,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1NCc1cncc(-c2ccc[nH]2)c1,15.2,nM,7.818156412055227
CHEMBL4483465,Cc1ccc(C(=O)Nc2ccc(C)c(C(F)(F)F)c2)cc1NCc1cncc(-c2ccc[nH]2)c1,36.4,nM,7.438898616350944
CHEMBL4546339,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1NCc1cncc(-c2ccn(C)n2)c1,8.53,nM,8.069050968832476
CHEMBL4539920,Cn1ccc(-c2cncc(CNc3cc(C(=O)Nc4cccc(OC(F)(F)F)c4)ccc3F)c2)n1,4.67,nM,8.330683119433887
CHEMBL4447700,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1NCc1cccnc1,10.5,nM,7.978810700930062
CHEMBL4467377,COc1cncc(CNc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)c1,5.89,nM,8.229884705212898
CHEMBL4559959,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1-c1cccc(-c2cnc3ccnn3c2)c1,359.5,nM,6.444301105281099
CHEMBL4473475,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1-c1cccc(-c2cnc3cnccn23)c1,8.7,nM,8.060480747381382
CHEMBL4544048,CCc1ccc(C(=O)Nc2cccc(CN3CCN(C)CC3)c2)cc1-c1cccc(-c2cnc3cnccn23)c1,357.1,nM,6.447210149807218
CHEMBL4438475,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cccc(-c2cnc3cnccn23)c1,10.4,nM,7.982966660701219
CHEMBL4575992,CCc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1-c1cccc(-c2cnc3cnccn23)c1,1296.0,nM,5.8873949984654255
CHEMBL4534464,CCc1ccc(C(=O)Nc2ccccc2C(F)(F)F)cc1-c1cccc(-c2cnc3cnccn23)c1,4879.0,nM,5.3116691818877335
CHEMBL4583808,CCc1ccc(C(=O)Nc2ccccc2)cc1-c1cccc(-c2cnc3cnccn23)c1,4850.0,nM,5.314258261397736
CHEMBL4464080,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cccc(-c2cnc3cnccn23)c1,9.2,nM,8.036212172654444
CHEMBL4519510,CC(C)c1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cccc(-c2cnc3cnccn23)c1,1260.0,nM,5.8996294548824375
CHEMBL4586565,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cccc(-c2cnc3cnccn23)c1C,30.1,nM,7.521433504406157
CHEMBL4470983,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc(C)c(-c2cnc3cnccn23)c1,107.8,nM,6.96738123914928
CHEMBL4555024,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cc(C)cc(-c2cnc3cnccn23)c1,22.5,nM,7.647817481888637
CHEMBL4535081,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cc(-c2cnc3cnccn23)ccc1C,63.7,nM,7.195860567664649
CHEMBL4447486,CCc1cc(-c2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2CC)cc(-c2cnc3cnccn23)c1,42.3,nM,7.373659632624958
CHEMBL4590224,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cc(-c2cnc3cnccn23)cc(C(C)C)c1,66.9,nM,7.174573882232177
CHEMBL4565522,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cc(-c2cnc3cnccn23)cc(C(C)(C)C)c1,92.0,nM,7.036212172654444
CHEMBL4466438,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cc(OC)cc(-c2cnc3cnccn23)c1,16.5,nM,7.782516055786093
CHEMBL4583783,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cc(C#N)cc(-c2cnc3cnccn23)c1,15.6,nM,7.806875401645539
CHEMBL4571430,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cc(F)cc(-c2cnc3cnccn23)c1,30.3,nM,7.518557371497695
CHEMBL4444612,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cc(Cl)cc(-c2cnc3cnccn23)c1,21.3,nM,7.671620396561262
CHEMBL4547295,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2F)cc1-c1cc(C)cc(-c2cnc3cnccn23)c1,73.8,nM,7.131943638176958
CHEMBL4438214,CCc1ccc(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)cc1-c1cc(C)cc(-c2cnc3cnccn23)c1,55.6,nM,7.2549252084179425
CHEMBL4519003,CCc1ccc(C(=O)Nc2cc(F)cc(C(F)(F)F)c2)cc1-c1cc(C)cc(-c2cnc3cnccn23)c1,23.8,nM,7.623423042943488
CHEMBL4440007,CCc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2F)cc1-c1cc(C)cc(-c2cnc3cnccn23)c1,36.5,nM,7.437707135543525
CHEMBL4577779,COc1cc2nccc(Oc3ccc(NC(=O)Cc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2cc1OC,135.0,nM,6.869666231504994
CHEMBL4482862,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)C4)cc(C(F)(F)F)c2)cn1,1000.0,nM,6.0
CHEMBL4568103,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)CN(Cc3cncnc3)C4)cc(C(F)(F)F)c2)cn1,1000.0,nM,6.0
CHEMBL4558430,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)C[C@H](Nc3cncnc3)C4)cc(C(F)(F)F)c2)cn1,5.6,nM,8.2518119729938
CHEMBL4472914,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)C[C@@H](Nc3cncnc3)C4)cc(C(F)(F)F)c2)cn1,42.5,nM,7.371611069949688
CHEMBL4443543,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)CC(C)(Nc3cncnc3)C4)cc(C(F)(F)F)c2)cn1,723.1,nM,6.140801638466122
CHEMBL4437631,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)C[C@H](N(C)c3cncnc3)C4)cc(C(F)(F)F)c2)cn1,14.9,nM,7.826813731587726
CHEMBL4570381,CCN(c1cncnc1)[C@@H]1Cc2ccc(C(=O)Nc3cc(-n4cnc(C)c4)cc(C(F)(F)F)c3)cc2C1,150.5,nM,6.822463500070138
CHEMBL4470262,CCCN(c1cncnc1)[C@@H]1Cc2ccc(C(=O)Nc3cc(-n4cnc(C)c4)cc(C(F)(F)F)c3)cc2C1,1000.0,nM,6.0
CHEMBL4585974,Cc1cc(NC(=O)c2ccc3c(c2)C[C@H](N(C)c2cncnc2)C3)cc(-n2cnc(C)c2)c1,638.9,nM,6.19456711186786
CHEMBL4541139,CCc1cc(NC(=O)c2ccc3c(c2)C[C@H](N(C)c2cncnc2)C3)cc(-n2cnc(C)c2)c1,14.7,nM,7.8326826652518236
CHEMBL4441609,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)C[C@H](N(C)c3cncnc3)C4)cc(C(C)C)c2)cn1,15.5,nM,7.809668301829708
CHEMBL4472004,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)C[C@H](N(C)c3cncnc3)C4)cc(C(C)(C)C)c2)cn1,14.4,nM,7.841637507904751
CHEMBL4560079,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)C[C@H](N(C)c3cncnc3)C4)cc(C3CCCCC3)c2)cn1,68.7,nM,7.16304326294045
CHEMBL4574620,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)C[C@H](N(C)c3cncnc3)C4)cc(C34CC5CC(CC(C5)C3)C4)c2)cn1,1000.0,nM,6.0
CHEMBL4553037,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)C[C@@H]4C)cc(C(F)(F)F)c2)cn1,15.4,nM,7.812479279163537
CHEMBL4471343,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)C[C@H]4C)cc(C(F)(F)F)c2)cn1,326.0,nM,6.486782399932061
CHEMBL4542873,CN1CCN(Cc2cc(NC(=O)c3ccc4c(c3)CN(c3ccccc3)CC4)cc(C(F)(F)F)c2)CC1,3000.0,nM,5.522878745280337
CHEMBL4544384,CN1CCN(Cc2cc(NC(=O)c3ccc4c(c3)CN(c3cccnc3)CC4)cc(C(F)(F)F)c2)CC1,328.0,nM,6.484126156288321
CHEMBL4524615,CC(C)[C@@H]1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,3000.0,nM,5.522878745280337
CHEMBL4571618,CC(C)[C@H]1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,1000.0,nM,6.0
CHEMBL4565209,CC[C@@H]1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,2000.0,nM,5.698970004336019
