5SB1_Vina_Name,5SB1_Vina_Score,6FEX_KarmaDock_Name,6FEX_KarmaDock_Score,6FEW_ledock_Name,6FEW_ledock_Score,5SB1_AutodockGPU_Name,5SB1_AutodockGPU_Score,6FEW_KarmaDock_Name,6FEW_KarmaDock_Score,6FEW_AutodockGPU_Name,6FEW_AutodockGPU_Score,5SB2_AutodockGPU_Name,5SB2_AutodockGPU_Score,6FEW_Vina_Name,6FEW_Vina_Score,6FEX_ledock_Name,6FEX_ledock_Score,5SB2_KarmaDock_Name,5SB2_KarmaDock_Score,5SB2_Vina_Name,5SB2_Vina_Score,6FEX_AutodockGPU_Name,6FEX_AutodockGPU_Score,5SB2_ledock_Name,5SB2_ledock_Score,6FEX_Vina_Name,6FEX_Vina_Score,5SB1_KarmaDock_Name,5SB1_KarmaDock_Score,5SB1_ledock_Name,5SB1_ledock_Score
decoy_2474,-13.869,decoy_2052,-53.98444747924805,decoy_2042.dok,-11.69,decoy_2257,-15.9,decoy_2052,-48.65650177001953,decoy_2029,-16.14,decoy_2008,-15.55,decoy_1652,-13.149,decoy_2042.dok,-11.81,decoy_2052,-53.98207473754883,decoy_2474,-13.416,decoy_2033,-14.35,decoy_2439.dok,-11.36,decoy_1068,-13.434,decoy_2052,-58.69317626953125,decoy_2009.dok,-12.19
decoy_2358,-13.668,decoy_2002,-80.05821990966797,decoy_1696.dok,-11.66,decoy_2031,-15.82,decoy_2002,-72.0592269897461,decoy_298,-14.91,decoy_1294,-15.51,decoy_2358,-13.037,decoy_204.dok,-11.52,decoy_2002,-65.6265869140625,decoy_2356,-13.059,decoy_2257,-14.13,decoy_2293.dok,-11.3,decoy_1366,-13.061,decoy_2002,-75.05137634277344,decoy_239.dok,-12.06
decoy_2285,-13.654,decoy_701,-39.4489631652832,decoy_1672.dok,-11.65,decoy_273,-15.62,decoy_701,-36.60855484008789,decoy_2024,-14.88,decoy_1795,-15.51,decoy_260,-12.909,decoy_2017.dok,-11.44,decoy_701,-48.17417526245117,decoy_2392,-12.595,decoy_2001,-14.11,decoy_213.dok,-10.83,decoy_273,-12.943,decoy_701,-42.386810302734375,decoy_993.dok,-12.02
decoy_1662,-13.386,decoy_2335,-59.48130798339844,decoy_1680.dok,-11.61,decoy_2029,-15.55,decoy_2335,-63.9302864074707,decoy_2001,-14.84,decoy_2024,-15.13,decoy_840,-12.896,decoy_2271.dok,-11.08,decoy_2335,-65.76470947265625,decoy_1452,-12.547,decoy_2029,-14.06,decoy_2092.dok,-10.8,decoy_2356,-12.942,decoy_2335,-65.51383209228516,decoy_2272.dok,-12.0
decoy_1452,-13.338,decoy_650,-50.82957458496094,decoy_222.dok,-11.49,decoy_2033,-15.49,decoy_650,-46.554473876953125,decoy_2040,-14.66,decoy_2364,-15.13,decoy_273,-12.806,decoy_1292.dok,-11.08,decoy_650,-51.411319732666016,decoy_1760,-12.446,decoy_2007,-14.05,decoy_2060.dok,-10.75,decoy_2359,-12.923,decoy_650,-54.48864364624024,decoy_213.dok,-11.85
decoy_2392,-13.174,decoy_290,-93.11531066894533,decoy_1769.dok,-11.47,decoy_2358,-15.4,decoy_290,-77.89437866210938,decoy_337,-14.46,decoy_1793,-14.93,decoy_1068,-12.785,decoy_2037.dok,-11.02,decoy_290,-78.0913314819336,decoy_359,-12.341,decoy_2273,-13.99,decoy_2381.dok,-10.57,decoy_2371,-12.908,decoy_290,-82.43456268310547,decoy_1653.dok,-11.82
decoy_282,-12.964,decoy_1113,-57.971622467041016,decoy_2272.dok,-11.36,decoy_2386,-15.35,decoy_1113,-58.77231216430664,decoy_2007,-14.44,decoy_282,-14.89,decoy_2371,-12.774,decoy_2252.dok,-10.76,decoy_1113,-62.00808334350586,decoy_1366,-12.295,decoy_2459,-13.93,decoy_1503.dok,-10.56,decoy_2285,-12.799,decoy_1113,-61.146915435791016,decoy_2276.dok,-11.7
decoy_1201,-12.946,decoy_1349,-50.43938827514648,decoy_2256.dok,-11.35,decoy_333,-15.16,decoy_1349,-53.41054153442383,decoy_2257,-14.3,decoy_2439,-14.76,decoy_948,-12.681,decoy_1658.dok,-10.73,decoy_1349,-60.086055755615234,decoy_1658,-12.204,decoy_2017,-13.92,decoy_2042.dok,-10.54,decoy_1652,-12.792,decoy_1349,-60.10092926025391,decoy_1544.dok,-11.66
decoy_2381,-12.89,decoy_1146,-61.6953239440918,decoy_204.dok,-11.29,decoy_2424,-15.03,decoy_1146,-61.48200225830078,decoy_1294,-14.27,decoy_2356,-14.69,decoy_2373,-12.546,decoy_1655.dok,-10.72,decoy_1146,-67.59925079345703,decoy_1655,-12.19,decoy_2390,-13.86,decoy_2364.dok,-10.5,decoy_345,-12.754,decoy_1146,-65.46102142333984,decoy_204.dok,-11.66
decoy_2356,-12.81,decoy_580,-47.266021728515625,decoy_1658.dok,-11.23,decoy_2021,-14.95,decoy_580,-47.748313903808594,decoy_2012,-14.23,decoy_2360,-14.63,decoy_2272,-12.536,decoy_2033.dok,-10.72,decoy_580,-54.815677642822266,decoy_2381,-12.093,decoy_1672,-13.86,decoy_2474.dok,-10.43,decoy_823,-12.751,decoy_580,-50.00775146484375,decoy_952.dok,-11.65
decoy_344,-12.741,decoy_1170,-78.9866943359375,decoy_2385.dok,-11.22,decoy_1294,-14.84,decoy_1170,-66.03414154052734,decoy_2019,-14.16,decoy_2474,-14.49,decoy_345,-12.51,decoy_2236.dok,-10.71,decoy_1170,-63.03187561035156,decoy_1685,-12.077,decoy_2012,-13.8,decoy_2365.dok,-10.42,decoy_959,-12.739,decoy_1170,-68.95244598388672,decoy_1772.dok,-11.64
decoy_204,-12.632,decoy_22,-47.67637252807617,decoy_219.dok,-11.14,decoy_2004,-14.83,decoy_22,-50.29805755615234,decoy_333,-14.1,decoy_2025,-14.45,decoy_1452,-12.445,decoy_1686.dok,-10.69,decoy_22,-58.07612991333008,decoy_344,-12.054,decoy_2393,-13.74,decoy_2356.dok,-10.4,decoy_1752,-12.69,decoy_22,-47.75141906738281,decoy_230.dok,-11.5
decoy_1281,-12.563,decoy_576,-49.95920181274414,decoy_2273.dok,-11.13,decoy_2364,-14.83,decoy_576,-45.82942581176758,decoy_2459,-14.09,decoy_2284,-14.45,decoy_2362,-12.445,decoy_2256.dok,-10.68,decoy_576,-54.92822265625,decoy_282,-11.984,decoy_2025,-13.74,decoy_1655.dok,-10.38,decoy_2392,-12.688,decoy_576,-54.136962890625,decoy_1658.dok,-11.49
decoy_1658,-12.56,decoy_2347,-77.02156829833984,decoy_224.dok,-11.13,decoy_2024,-14.76,decoy_2347,-67.38179779052734,decoy_2356,-13.96,decoy_2466,-14.44,decoy_1366,-12.437,decoy_1258.dok,-10.68,decoy_2347,-75.5596694946289,decoy_2360,-11.982,decoy_2372,-13.73,decoy_2223.dok,-10.37,decoy_1452,-12.669,decoy_2347,-74.07154083251953,decoy_2008.dok,-11.48
decoy_361,-12.54,decoy_1440,-52.44424057006836,decoy_2019.dok,-11.08,decoy_1973,-14.75,decoy_1440,-49.39064407348633,decoy_2434,-13.92,decoy_2459,-14.42,decoy_1780,-12.427,decoy_1241.dok,-10.66,decoy_1440,-52.21996307373047,decoy_1326,-11.95,decoy_2019,-13.7,decoy_2100.dok,-10.34,decoy_2358,-12.629,decoy_1440,-49.70528411865234,decoy_1664.dok,-11.48
decoy_2298,-12.445,decoy_1261,-65.34586334228516,decoy_2436.dok,-11.02,decoy_285,-14.75,decoy_1261,-64.38951873779297,decoy_2047,-13.83,decoy_2279,-14.28,decoy_2392,-12.39,decoy_2451.dok,-10.65,decoy_1261,-66.34184265136719,decoy_1920,-11.911,decoy_2037,-13.59,decoy_2499.dok,-10.34,decoy_1462,-12.563,decoy_1261,-53.51411056518555,decoy_2039.dok,-11.47
decoy_1653,-12.433,decoy_938,-54.98859786987305,decoy_2270.dok,-11.02,decoy_2286,-14.74,decoy_938,-54.33806610107422,decoy_2026,-13.81,decoy_2257,-14.25,decoy_1051,-12.387,decoy_1664.dok,-10.64,decoy_938,-52.48965072631836,decoy_204,-11.849,decoy_313,-13.59,decoy_305.dok,-10.33,decoy_2474,-12.522,decoy_938,-54.54709243774414,decoy_1686.dok,-11.47
decoy_1605,-12.387,decoy_367,-70.59883117675781,decoy_2033.dok,-11.0,decoy_2356,-14.73,decoy_367,-60.97711944580078,decoy_2294,-13.81,decoy_2019,-14.22,decoy_2285,-12.375,decoy_2274.dok,-10.62,decoy_367,-64.06917572021484,decoy_257,-11.72,decoy_2039,-13.58,decoy_204.dok,-10.33,decoy_2370,-12.49,decoy_367,-61.0877799987793,decoy_2474.dok,-11.43
decoy_226,-12.36,decoy_1712,-73.87348937988281,decoy_2492.dok,-10.99,decoy_2007,-14.72,decoy_1712,-74.44660949707031,decoy_322,-13.81,decoy_1973,-14.22,decoy_1662,-12.368,decoy_1769.dok,-10.61,decoy_1712,-71.1194076538086,decoy_1807,-11.71,decoy_330,-13.57,decoy_1693.dok,-10.32,decoy_2026,-12.469,decoy_1712,-81.45695495605469,decoy_939.dok,-11.42
decoy_1220,-12.36,decoy_642,-44.63890838623047,decoy_2017.dok,-10.99,decoy_311,-14.71,decoy_642,-45.38556671142578,decoy_1260,-13.8,decoy_1646,-14.2,decoy_2409,-12.328,decoy_1673.dok,-10.6,decoy_642,-40.08650588989258,decoy_1954,-11.631,decoy_2024,-13.57,decoy_952.dok,-10.28,decoy_2364,-12.464,decoy_642,-38.89160537719727,decoy_1859.dok,-11.3
decoy_1366,-12.294,decoy_2137,-61.681758880615234,decoy_1686.dok,-10.96,decoy_305,-14.69,decoy_2137,-55.70085906982422,decoy_260,-13.74,decoy_304,-14.18,decoy_959,-12.319,decoy_1789.dok,-10.58,decoy_2137,-60.30754089355469,decoy_1264,-11.624,decoy_809,-13.53,decoy_2383.dok,-10.27,decoy_1454,-12.423,decoy_2137,-58.26995468139648,decoy_2206.dok,-11.29
decoy_1625,-12.278,decoy_1497,-47.93267059326172,decoy_213.dok,-10.91,decoy_239,-14.69,decoy_1497,-47.04314804077149,decoy_346,-13.74,decoy_311,-14.17,decoy_2370,-12.302,decoy_2220.dok,-10.58,decoy_1497,-50.955196380615234,decoy_1381,-11.593,decoy_337,-13.52,decoy_2075.dok,-10.25,decoy_2360,-12.361,decoy_1497,-49.48864364624024,decoy_2261.dok,-11.28
decoy_328,-12.247,decoy_1361,-74.10590362548828,decoy_2442.dok,-10.88,decoy_2012,-14.69,decoy_1361,-59.50497817993164,decoy_2025,-13.73,decoy_1503,-14.12,decoy_252,-12.292,decoy_2272.dok,-10.57,decoy_1361,-60.74700546264648,decoy_2366,-11.593,decoy_1068,-13.51,decoy_2210.dok,-10.25,decoy_252,-12.328,decoy_1361,-58.914833068847656,decoy_2011.dok,-11.27
decoy_1593,-12.222,decoy_1308,-58.295318603515625,decoy_239.dok,-10.86,decoy_2032,-14.68,decoy_1308,-45.47241973876953,decoy_2273,-13.72,decoy_2366,-14.08,decoy_2356,-12.269,decoy_1653.dok,-10.57,decoy_1308,-57.92932891845703,decoy_1662,-11.566,decoy_849,-13.5,decoy_1652.dok,-10.24,decoy_328,-12.324,decoy_1308,-54.34674453735352,decoy_1665.dok,-11.26
decoy_1664,-12.217,decoy_1121,-58.63924407958984,decoy_2262.dok,-10.84,decoy_2048,-14.68,decoy_1121,-55.38158416748047,decoy_289,-13.72,decoy_2332,-14.07,decoy_2474,-12.21,decoy_2253.dok,-10.54,decoy_1121,-62.51128005981445,decoy_823,-11.564,decoy_212,-13.46,decoy_2076.dok,-10.24,decoy_2381,-12.303,decoy_1121,-52.38721466064453,decoy_1662.dok,-11.21
decoy_1752,-12.198,decoy_1604,-57.08359909057617,decoy_2031.dok,-10.83,decoy_2293,-14.6,decoy_1604,-59.64421081542969,decoy_2419,-13.69,decoy_1544,-14.05,decoy_2445,-12.166,decoy_2039.dok,-10.54,decoy_1604,-55.31991958618164,decoy_1907,-11.52,decoy_282,-13.46,decoy_1500.dok,-10.23,decoy_948,-12.297,decoy_1604,-63.37685012817383,decoy_2360.dok,-11.18
decoy_1965,-12.194,decoy_811,-66.54438781738281,decoy_216.dok,-10.82,decoy_1700,-14.57,decoy_811,-63.56368637084961,decoy_2452,-13.68,decoy_1502,-14.04,decoy_823,-12.116,decoy_213.dok,-10.51,decoy_811,-57.62779998779297,decoy_2298,-11.495,decoy_2048,-13.43,decoy_2362.dok,-10.22,decoy_757,-12.286,decoy_811,-51.6023063659668,decoy_2042.dok,-11.18
decoy_202,-12.174,decoy_1662,-72.11358642578125,decoy_2252.dok,-10.81,decoy_322,-14.52,decoy_1662,-68.7540054321289,decoy_2365,-13.67,decoy_320,-13.9,decoy_336,-12.106,decoy_216.dok,-10.47,decoy_1662,-67.09378814697266,decoy_2266,-11.414,decoy_311,-13.42,decoy_2242.dok,-10.22,decoy_840,-12.258,decoy_1662,-71.3161392211914,decoy_1769.dok,-11.17
decoy_2409,-12.158,decoy_1750,-78.2822265625,decoy_1653.dok,-10.8,decoy_328,-14.49,decoy_1750,-60.76024627685547,decoy_330,-13.66,decoy_1980,-13.88,decoy_1658,-12.105,decoy_2060.dok,-10.46,decoy_1750,-65.88772583007812,decoy_506,-11.411,decoy_2285,-13.41,decoy_1753.dok,-10.2,decoy_1106,-12.249,decoy_1750,-65.2425765991211,decoy_1691.dok,-11.13
decoy_252,-12.097,decoy_2105,-47.070556640625,decoy_2257.dok,-10.78,decoy_2284,-14.49,decoy_2105,-51.78594970703125,decoy_2390,-13.66,decoy_812,-13.84,decoy_1216,-12.099,decoy_230.dok,-10.46,decoy_2105,-59.50990295410156,decoy_364,-11.403,decoy_270,-13.41,decoy_1800.dok,-10.18,decoy_1662,-12.217,decoy_2105,-61.12968063354492,decoy_2025.dok,-11.11
decoy_2360,-12.095,decoy_808,-68.4791030883789,decoy_1673.dok,-10.78,decoy_2039,-14.46,decoy_808,-60.61736679077149,decoy_320,-13.65,decoy_2368,-13.8,decoy_1752,-12.088,decoy_2270.dok,-10.44,decoy_808,-66.80939483642578,decoy_1764,-11.377,decoy_2026,-13.37,decoy_1766.dok,-10.15,decoy_1920,-12.209,decoy_808,-64.55480194091797,decoy_2366.dok,-11.1
decoy_1661,-12.069,decoy_884,-65.23221588134766,decoy_1787.dok,-10.77,decoy_2008,-14.46,decoy_884,-63.41385269165039,decoy_1959,-13.62,decoy_783,-13.76,decoy_1462,-12.071,decoy_304.dok,-10.44,decoy_884,-66.56543731689453,decoy_1402,-11.365,decoy_2047,-13.37,decoy_1686.dok,-10.12,decoy_1296,-12.188,decoy_884,-63.203739166259766,decoy_1520.dok,-11.07
decoy_2445,-12.042,decoy_1746,-58.8980827331543,decoy_2271.dok,-10.77,decoy_2434,-14.45,decoy_1746,-63.523834228515625,decoy_1646,-13.61,decoy_2452,-13.72,decoy_284,-12.054,decoy_2255.dok,-10.44,decoy_1746,-59.11715316772461,decoy_560,-11.347,decoy_2430,-13.37,decoy_2025.dok,-10.11,decoy_1204,-12.185,decoy_1746,-56.58696746826172,decoy_2293.dok,-11.06
decoy_311,-12.034,decoy_2424,-76.6483154296875,decoy_1797.dok,-10.77,decoy_2026,-14.41,decoy_2424,-67.35198974609375,decoy_1780,-13.61,decoy_2467,-13.71,decoy_1958,-12.052,decoy_2021.dok,-10.42,decoy_2424,-69.21389770507812,decoy_1208,-11.344,decoy_2434,-13.36,decoy_2257.dok,-10.1,decoy_2461,-12.184,decoy_2424,-80.73228454589844,decoy_1752.dok,-11.05
decoy_2366,-12.014,decoy_1918,-55.28117752075195,decoy_2264.dok,-10.76,decoy_2001,-14.38,decoy_1918,-54.351993560791016,decoy_2017,-13.59,decoy_1682,-13.7,decoy_257,-12.048,decoy_1676.dok,-10.41,decoy_1918,-67.1652603149414,decoy_1187,-11.307,decoy_2421,-13.35,decoy_1658.dok,-10.1,decoy_1354,-12.168,decoy_1918,-56.58903121948242,decoy_2098.dok,-11.04
decoy_1037,-12.012,decoy_988,-61.371219635009766,decoy_2038.dok,-10.74,decoy_2360,-14.36,decoy_988,-59.712379455566406,decoy_2480,-13.57,decoy_1187,-13.69,decoy_799,-12.045,decoy_2032.dok,-10.4,decoy_988,-59.98872756958008,decoy_2361,-11.288,decoy_2289,-13.32,decoy_1837.dok,-10.1,decoy_2298,-12.166,decoy_988,-55.667213439941406,decoy_1695.dok,-11.03
decoy_2070,-12.002,decoy_752,-68.94579315185547,decoy_2279.dok,-10.7,decoy_320,-14.33,decoy_752,-60.8818359375,decoy_2283,-13.57,decoy_2489,-13.69,decoy_809,-12.031,decoy_2254.dok,-10.4,decoy_752,-62.687255859375,decoy_213,-11.283,decoy_2362,-13.29,decoy_2008.dok,-10.08,decoy_1387,-12.125,decoy_752,-59.666107177734375,decoy_2284.dok,-11.0
decoy_345,-11.998,decoy_2371,-76.51343536376953,decoy_2231.dok,-10.67,decoy_344,-14.33,decoy_2371,-74.78253173828125,decoy_2262,-13.56,decoy_1639,-13.68,decoy_2360,-12.031,decoy_870.dok,-10.39,decoy_2371,-72.66443634033203,decoy_1652,-11.283,decoy_2262,-13.27,decoy_1084.dok,-10.07,decoy_1664,-12.122,decoy_2371,-71.1417465209961,decoy_2220.dok,-11.0
decoy_1920,-11.997,decoy_1200,-67.50801086425781,decoy_262.dok,-10.63,decoy_1262,-14.32,decoy_1200,-66.64734649658203,decoy_290,-13.54,decoy_333,-13.67,decoy_1220,-12.015,decoy_2262.dok,-10.39,decoy_1200,-66.35040283203125,decoy_1724,-11.279,decoy_289,-13.26,decoy_219.dok,-10.07,decoy_1199,-12.101,decoy_1200,-72.85508728027344,decoy_1763.dok,-10.98
decoy_1776,-11.965,decoy_1006,-59.727325439453125,decoy_1768.dok,-10.61,decoy_334,-14.27,decoy_1006,-71.47911834716797,decoy_347,-13.52,decoy_2436,-13.63,decoy_316,-11.989,decoy_2257.dok,-10.37,decoy_1006,-62.51590347290039,decoy_1973,-11.264,decoy_283,-13.25,decoy_1904.dok,-10.06,decoy_1665,-12.096,decoy_1006,-68.43890380859375,decoy_2364.dok,-10.97
decoy_1199,-11.938,decoy_866,-57.54903793334961,decoy_2274.dok,-10.61,decoy_1662,-14.23,decoy_866,-59.41470336914063,decoy_2033,-13.49,decoy_2033,-13.63,decoy_802,-11.982,decoy_2019.dok,-10.37,decoy_866,-62.618839263916016,decoy_2489,-11.257,decoy_1294,-13.25,decoy_1794.dok,-10.06,decoy_2373,-12.091,decoy_866,-54.48120880126953,decoy_2424.dok,-10.97
decoy_2266,-11.932,decoy_1221,-50.993927001953125,decoy_1258.dok,-10.61,decoy_2459,-14.21,decoy_1221,-52.46404266357422,decoy_2010,-13.49,decoy_2259,-13.63,decoy_202,-11.972,decoy_1794.dok,-10.37,decoy_1221,-65.6261215209961,decoy_1661,-11.25,decoy_1953,-13.25,decoy_1752.dok,-10.05,decoy_2025,-12.087,decoy_1221,-64.84321594238281,decoy_2068.dok,-10.97
decoy_1253,-11.931,decoy_768,-61.19775772094727,decoy_1682.dok,-10.6,decoy_2047,-14.21,decoy_768,-64.12675476074219,decoy_2359,-13.48,decoy_336,-13.61,decoy_1713,-11.96,decoy_2273.dok,-10.35,decoy_768,-72.95930480957031,decoy_1219,-11.231,decoy_252,-13.24,decoy_2492.dok,-10.04,decoy_1381,-12.08,decoy_768,-67.35716247558594,decoy_2271.dok,-10.96
decoy_1283,-11.915,decoy_654,-51.60299682617188,decoy_1241.dok,-10.58,decoy_2077,-14.18,decoy_654,-47.72246170043945,decoy_2011,-13.48,decoy_1769,-13.61,decoy_1593,-11.942,decoy_2323.dok,-10.34,decoy_654,-45.50424957275391,decoy_260,-11.212,decoy_2020,-13.2,decoy_632.dok,-10.03,decoy_1418,-12.056,decoy_654,-44.75859069824219,decoy_567.dok,-10.96
decoy_757,-11.906,decoy_2230,-47.762168884277344,decoy_2285.dok,-10.56,decoy_248,-14.18,decoy_2230,-50.77159881591797,decoy_2372,-13.47,decoy_1672,-13.6,decoy_344,-11.929,decoy_2277.dok,-10.34,decoy_2230,-52.59578323364258,decoy_2367,-11.205,decoy_2365,-13.18,decoy_1778.dok,-10.02,decoy_234,-12.053,decoy_2230,-47.70486831665039,decoy_1536.dok,-10.94
decoy_257,-11.903,decoy_1798,-69.3674545288086,decoy_2381.dok,-10.56,decoy_1664,-14.14,decoy_1798,-64.52312469482422,decoy_2048,-13.47,decoy_2174,-13.58,decoy_755,-11.908,decoy_1662.dok,-10.34,decoy_1798,-57.73946762084961,decoy_1075,-11.204,decoy_304,-13.18,decoy_1306.dok,-10.02,decoy_1460,-12.038,decoy_1798,-64.79319763183594,decoy_328.dok,-10.94
decoy_1760,-11.888,decoy_1854,-55.47936630249024,decoy_2291.dok,-10.54,decoy_2025,-14.13,decoy_1854,-57.50432205200195,decoy_311,-13.46,decoy_1700,-13.57,decoy_863,-11.907,decoy_222.dok,-10.33,decoy_1854,-54.23258590698242,decoy_1401,-11.201,decoy_1260,-13.17,decoy_2098.dok,-10.02,decoy_282,-12.034,decoy_1854,-55.88512802124024,decoy_2285.dok,-10.92
decoy_1001,-11.848,decoy_872,-61.773834228515625,decoy_2249.dok,-10.53,decoy_2391,-14.1,decoy_872,-62.153934478759766,decoy_771,-13.43,decoy_2381,-13.57,decoy_204,-11.903,decoy_314.dok,-10.31,decoy_872,-69.84883880615234,decoy_361,-11.201,decoy_2360,-13.14,decoy_2053.dok,-10.02,decoy_291,-12.029,decoy_872,-64.89254760742188,decoy_1292.dok,-10.92
decoy_1216,-11.824,decoy_1995,-58.13238143920898,decoy_1770.dok,-10.53,decoy_2366,-14.08,decoy_1995,-57.44001770019531,decoy_349,-13.41,decoy_266,-13.56,decoy_1920,-11.898,decoy_1938.dok,-10.31,decoy_1995,-57.33644104003906,decoy_226,-11.192,decoy_260,-13.12,decoy_1865.dok,-9.98,decoy_2451,-12.018,decoy_1995,-57.35811996459961,decoy_1753.dok,-10.92
decoy_211,-11.821,decoy_826,-62.710330963134766,decoy_2415.dok,-10.53,decoy_2272,-14.06,decoy_826,-62.68690490722656,decoy_1502,-13.41,decoy_2492,-13.56,decoy_262,-11.881,decoy_2249.dok,-10.3,decoy_826,-64.720458984375,decoy_2291,-11.183,decoy_328,-13.12,decoy_2216.dok,-9.98,decoy_1780,-12.01,decoy_826,-66.96456909179688,decoy_1700.dok,-10.91
decoy_514,-11.812,decoy_696,-40.7447624206543,decoy_2039.dok,-10.52,decoy_2401,-14.06,decoy_696,-49.12443161010742,decoy_332,-13.38,decoy_2421,-13.52,decoy_2376,-11.863,decoy_1684.dok,-10.25,decoy_696,-48.59612655639648,decoy_844,-11.166,decoy_294,-13.11,decoy_2255.dok,-9.98,decoy_1163,-12.003,decoy_696,-48.28219223022461,decoy_224.dok,-10.91
decoy_2257,-11.802,decoy_2055,-48.51475143432617,decoy_870.dok,-10.5,decoy_1544,-14.05,decoy_2055,-48.270050048828125,decoy_270,-13.37,decoy_344,-13.51,decoy_1354,-11.832,decoy_2015.dok,-10.24,decoy_2055,-52.28443908691406,decoy_1696,-11.159,decoy_2263,-13.1,decoy_1700.dok,-9.97,decoy_2401,-11.944,decoy_2055,-48.690242767333984,decoy_1794.dok,-10.91
decoy_1214,-11.802,decoy_2490,-56.66592788696289,decoy_2362.dok,-10.5,decoy_245,-14.05,decoy_2490,-52.69972229003906,decoy_328,-13.36,decoy_1653,-13.49,decoy_2451,-11.823,decoy_1685.dok,-10.23,decoy_2490,-58.9603157043457,decoy_1703,-11.159,decoy_333,-13.1,decoy_567.dok,-9.96,decoy_226,-11.938,decoy_2490,-54.52618789672852,decoy_2279.dok,-10.9
decoy_1322,-11.801,decoy_923,-62.0776252746582,decoy_2472.dok,-10.49,decoy_291,-14.05,decoy_923,-50.95289993286133,decoy_2021,-13.34,decoy_1118,-13.48,decoy_1451,-11.812,decoy_305.dok,-10.22,decoy_923,-67.636474609375,decoy_2370,-11.154,decoy_785,-13.09,decoy_1672.dok,-9.93,decoy_1011,-11.932,decoy_923,-46.87776565551758,decoy_1786.dok,-10.9
decoy_1405,-11.782,decoy_1614,-57.47132110595703,decoy_1897.dok,-10.49,decoy_256,-14.04,decoy_1614,-49.76325607299805,decoy_2430,-13.33,decoy_2039,-13.48,decoy_2025,-11.811,decoy_2385.dok,-10.22,decoy_1614,-56.07041549682617,decoy_211,-11.14,decoy_285,-13.09,decoy_2279.dok,-9.93,decoy_811,-11.932,decoy_1614,-48.99697494506836,decoy_240.dok,-10.9
decoy_1701,-11.759,decoy_1737,-63.831939697265625,decoy_2259.dok,-10.48,decoy_282,-13.99,decoy_1737,-57.817962646484375,decoy_285,-13.32,decoy_1695,-13.47,decoy_2461,-11.801,decoy_1680.dok,-10.22,decoy_1737,-62.865684509277344,decoy_243,-11.138,decoy_322,-13.09,decoy_1305.dok,-9.92,decoy_289,-11.924,decoy_1737,-57.47918319702149,decoy_2092.dok,-10.89
decoy_1030,-11.716,decoy_1205,-68.64226531982422,decoy_323.dok,-10.46,decoy_2474,-13.98,decoy_1205,-59.53922271728516,decoy_2044,-13.3,decoy_2012,-13.46,decoy_282,-11.794,decoy_211.dok,-10.2,decoy_1205,-68.06278991699219,decoy_460,-11.134,decoy_2359,-13.07,decoy_1807.dok,-9.9,decoy_260,-11.914,decoy_1205,-60.614295959472656,decoy_2232.dok,-10.89
decoy_1265,-11.692,decoy_562,-39.90399169921875,decoy_2024.dok,-10.45,decoy_2351,-13.96,decoy_562,-47.240867614746094,decoy_2358,-13.3,decoy_2494,-13.45,decoy_1724,-11.792,decoy_932.dok,-10.2,decoy_562,-48.47584533691406,decoy_2358,-11.13,decoy_782,-13.07,decoy_2238.dok,-9.9,decoy_2039,-11.894,decoy_562,-50.112117767333984,decoy_2031.dok,-10.89
decoy_1724,-11.662,decoy_1933,-57.191104888916016,decoy_1655.dok,-10.44,decoy_2466,-13.95,decoy_1933,-60.50180816650391,decoy_2285,-13.25,decoy_1766,-13.45,decoy_311,-11.79,decoy_1661.dok,-10.19,decoy_1933,-67.36738586425781,decoy_2388,-11.123,decoy_2483,-13.05,decoy_2265.dok,-9.88,decoy_335,-11.889,decoy_1933,-56.42537307739258,decoy_1452.dok,-10.88
decoy_1130,-11.648,decoy_1104,-54.83893585205078,decoy_1661.dok,-10.43,decoy_2370,-13.92,decoy_1104,-53.46268081665039,decoy_849,-13.24,decoy_2275,-13.44,decoy_245,-11.785,decoy_1659.dok,-10.19,decoy_1104,-59.29045867919922,decoy_1354,-11.121,decoy_273,-13.04,decoy_2472.dok,-9.88,decoy_2256,-11.876,decoy_1104,-54.52861404418945,decoy_2439.dok,-10.88
decoy_2480,-11.634,decoy_539,-47.54678726196289,decoy_1659.dok,-10.41,decoy_2262,-13.92,decoy_539,-46.389442443847656,decoy_2084,-13.23,decoy_1981,-13.4,decoy_1276,-11.781,decoy_1672.dok,-10.18,decoy_539,-57.81364440917969,decoy_1754,-11.101,decoy_346,-13.03,decoy_2039.dok,-9.87,decoy_318,-11.875,decoy_539,-54.11772155761719,decoy_2224.dok,-10.85
decoy_507,-11.609,decoy_1264,-63.02743148803711,decoy_2043.dok,-10.41,decoy_2017,-13.91,decoy_1264,-62.62493515014648,decoy_1295,-13.23,decoy_1951,-13.39,decoy_1129,-11.78,decoy_1522.dok,-10.18,decoy_1264,-65.9615478515625,decoy_1283,-11.085,decoy_2259,-13.03,decoy_1891.dok,-9.87,decoy_2361,-11.868,decoy_1264,-65.2523193359375,decoy_1261.dok,-10.84
